"","age","maritl","race","education","jobclass","wage"
"83770",23,"1. Never Married","1. White","3. Some College","1. Industrial",73.7757432746946
"228316",49,"2. Married","1. White","3. Some College","1. Industrial",123.908567597957
"451479",44,"2. Married","1. White","1. < HS Grad","1. Industrial",87.9810327856054
"451622",46,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
"451993",33,"1. Never Married","1. White","4. College Grad","2. Information",99.6894636984864
"159704",62,"2. Married","1. White","5. Advanced Degree","2. Information",268.266292012557
"228435",38,"2. Married","1. White","3. Some College","2. Information",130.982177377461
"10964",46,"4. Divorced","1. White","4. College Grad","2. Information",277.601417511009
"233646",43,"1. Never Married","2. Black","5. Advanced Degree","1. Industrial",119.74085129618
"450142",44,"2. Married","1. White","4. College Grad","2. Information",141.77517233318
"375066",53,"1. Never Married","2. Black","3. Some College","2. Information",128.252661096619
"377927",58,"1. Never Married","1. White","1. < HS Grad","2. Information",90.4819133566401
"154494",23,"1. Never Married","1. White","4. College Grad","1. Industrial",76.8936025176112
"80376",50,"2. Married","1. White","4. College Grad","2. Information",127.115743812184
"81068",35,"1. Never Married","1. White","5. Advanced Degree","2. Information",118.884359339886
"85640",36,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
"10274",32,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
"153933",56,"2. Married","1. White","5. Advanced Degree","2. Information",268.266292012557
"87797",40,"1. Never Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
"84394",26,"1. Never Married","1. White","4. College Grad","1. Industrial",82.6796372966372
"232457",26,"2. Married","1. White","2. HS Grad","2. Information",130.982177377461
"377675",47,"4. Divorced","1. White","4. College Grad","2. Information",108.874525834712
"304688",25,"1. Never Married","2. Black","4. College Grad","2. Information",54.5981500331442
"233833",58,"2. Married","2. Black","3. Some College","2. Information",309.5717712662
"374782",57,"2. Married","1. White","2. HS Grad","2. Information",82.6823993373301
"154678",30,"1. Never Married","1. White","1. < HS Grad","2. Information",59.6286455536557
"303392",44,"2. Married","1. White","4. College Grad","2. Information",166.324941233877
"453674",29,"2. Married","1. White","2. HS Grad","1. Industrial",79.8549003093467
"302464",51,"2. Married","1. White","4. College Grad","1. Industrial",118.884359339886
"86348",67,"2. Married","3. Asian","5. Advanced Degree","2. Information",160.642475408263
"449111",34,"2. Married","1. White","1. < HS Grad","1. Industrial",70.4760196469445
"156748",50,"2. Married","1. White","5. Advanced Degree","2. Information",120.589436530402
"8312",38,"2. Married","1. White","2. HS Grad","1. Industrial",160.642475408263
"378918",55,"2. Married","1. White","4. College Grad","2. Information",171.765132627508
"154871",27,"1. Never Married","1. White","3. Some College","1. Industrial",120.589436530402
"302382",39,"2. Married","1. White","3. Some College","1. Industrial",134.705375118879
"305523",54,"2. Married","1. White","3. Some College","1. Industrial",148.413159102577
"377010",55,"4. Divorced","1. White","5. Advanced Degree","2. Information",129.453644576625
"157367",49,"2. Married","2. Black","3. Some College","2. Information",134.705375118879
"154310",42,"2. Married","1. White","1. < HS Grad","1. Industrial",56.9055391446732
"154479",32,"1. Never Married","1. White","2. HS Grad","1. Industrial",68.111994065327
"14202",39,"2. Married","1. White","3. Some College","1. Industrial",128.680488220624
"161025",50,"2. Married","1. White","5. Advanced Degree","2. Information",134.705375118879
"229664",51,"1. Never Married","1. White","3. Some College","2. Information",118.884359339886
"448419",28,"2. Married","3. Asian","3. Some College","1. Industrial",68.7480877337669
"301493",53,"4. Divorced","1. White","3. Some College","1. Industrial",94.0727147457005
"9698",54,"2. Married","1. White","3. Some College","2. Information",118.884359339886
"451173",51,"2. Married","1. White","4. College Grad","2. Information",91.6992261117042
"377766",33,"2. Married","1. White","5. Advanced Degree","1. Industrial",134.705375118879
"379628",55,"2. Married","1. White","4. College Grad","1. Industrial",127.115743812184
"158239",44,"2. Married","1. White","5. Advanced Degree","1. Industrial",100.764272842107
"10192",40,"2. Married","3. Asian","5. Advanced Degree","2. Information",87.9810327856054
"303306",26,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
"230907",49,"2. Married","3. Asian","4. College Grad","2. Information",112.6488963421
"87177",43,"2. Married","1. White","5. Advanced Degree","1. Industrial",163.515863976238
"85563",43,"1. Never Married","2. Black","3. Some College","1. Industrial",82.6796372966372
"232251",32,"1. Never Married","1. White","4. College Grad","1. Industrial",49.5553381215226
"448807",34,"2. Married","3. Asian","5. Advanced Degree","2. Information",152.838800991182
"303467",42,"2. Married","1. White","3. Some College","2. Information",95.6888119067371
"160372",60,"2. Married","1. White","5. Advanced Degree","1. Industrial",118.884359339886
"80668",36,"2. Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
"230140",47,"2. Married","1. White","3. Some College","1. Industrial",118.884359339886
"87724",60,"2. Married","1. White","3. Some College","2. Information",138.299126920883
"159738",22,"1. Never Married","1. White","2. HS Grad","1. Industrial",54.5981500331442
"159737",56,"4. Divorced","1. White","4. College Grad","1. Industrial",109.833985642199
"8911",49,"2. Married","1. White","4. College Grad","1. Industrial",105.927810775063
"230355",45,"2. Married","1. White","4. College Grad","2. Information",116.265324062503
"154382",30,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
"447429",29,"2. Married","1. White","2. HS Grad","1. Industrial",104.921506533664
"307480",23,"2. Married","1. White","4. College Grad","2. Information",79.8549003093467
"301212",48,"4. Divorced","1. White","2. HS Grad","2. Information",108.874525834712
"160071",62,"2. Married","1. White","4. College Grad","1. Industrial",127.115743812184
"379911",51,"2. Married","1. White","2. HS Grad","2. Information",105.927810775063
"231151",36,"2. Married","1. White","5. Advanced Degree","2. Information",200.543262324662
"7548",23,"2. Married","1. White","2. HS Grad","1. Industrial",59.0970640815891
"157269",51,"4. Divorced","1. White","2. HS Grad","1. Industrial",68.7480877337669
"378112",47,"2. Married","1. White","4. College Grad","1. Industrial",176.989650489877
"158610",34,"1. Never Married","1. White","2. HS Grad","2. Information",103.90247060316
"87409",34,"2. Married","1. White","2. HS Grad","2. Information",82.6796372966372
"451122",43,"2. Married","1. White","5. Advanced Degree","2. Information",200.543262324662
"13067",59,"2. Married","1. White","2. HS Grad","2. Information",104.921506533664
"374802",53,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
"86228",32,"2. Married","1. White","2. HS Grad","2. Information",104.921506533664
"379346",48,"2. Married","1. White","2. HS Grad","1. Industrial",107.903923866876
"376228",37,"1. Never Married","1. White","5. Advanced Degree","2. Information",182.020620963512
"228763",20,"1. Never Married","2. Black","3. Some College","2. Information",75.0431540173515
"85100",32,"2. Married","1. White","2. HS Grad","2. Information",61.1875264339915
"87786",40,"1. Never Married","1. White","2. HS Grad","1. Industrial",85.3839403789827
"87346",48,"2. Married","1. White","3. Some College","2. Information",123.823733834101
"10641",43,"2. Married","1. White","4. College Grad","2. Information",176.989650489877
"451408",56,"2. Married","3. Asian","5. Advanced Degree","2. Information",118.884359339886
"159969",55,"2. Married","1. White","5. Advanced Degree","2. Information",268.266292012557
"233368",52,"2. Married","1. White","2. HS Grad","1. Industrial",92.8958447894966
"155264",40,"2. Married","1. White","5. Advanced Degree","2. Information",127.115743812184
"302426",45,"2. Married","1. White","4. College Grad","2. Information",130.983694295002
"9454",50,"2. Married","1. White","4. College Grad","1. Industrial",182.020620963512
"84722",57,"2. Married","3. Asian","5. Advanced Degree","2. Information",134.705375118879
"160518",30,"2. Married","1. White","2. HS Grad","1. Industrial",63.1888610037461
"375528",43,"2. Married","3. Asian","5. Advanced Degree","2. Information",176.990675361059
"83300",43,"2. Married","1. White","4. College Grad","2. Information",104.921506533664
"9974",67,"2. Married","2. Black","3. Some College","2. Information",123.089699847943
"11998",50,"2. Married","1. White","2. HS Grad","2. Information",111.720849360989
"11771",49,"2. Married","1. White","3. Some College","2. Information",111.720849360989
"85840",50,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
"83877",59,"2. Married","2. Black","4. College Grad","2. Information",144.210761166057
"305966",51,"2. Married","1. White","3. Some College","1. Industrial",117.146816914805
"7951",39,"2. Married","1. White","2. HS Grad","1. Industrial",78.3924668009837
"451372",54,"2. Married","2. Black","3. Some College","1. Industrial",99.6894636984864
"83243",55,"2. Married","1. White","3. Some College","2. Information",123.089699847943
"159643",54,"2. Married","1. White","3. Some College","2. Information",139.00340805947
"378452",23,"1. Never Married","1. White","2. HS Grad","1. Industrial",127.115743812184
"153846",74,"3. Widowed","2. Black","4. College Grad","2. Information",70.4760196469445
"13108",52,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
"11905",25,"1. Never Married","1. White","2. HS Grad","1. Industrial",70.8150386167557
"375715",45,"1. Never Married","1. White","1. < HS Grad","1. Industrial",70.4760196469445
"12425",55,"2. Married","1. White","3. Some College","1. Industrial",113.567089569751
"82295",25,"1. Never Married","1. White","1. < HS Grad","1. Industrial",82.6796372966372
"379133",66,"2. Married","1. White","4. College Grad","1. Industrial",148.413159102577
"305527",47,"1. Never Married","2. Black","4. College Grad","2. Information",161.222495456794
"86181",63,"2. Married","1. White","2. HS Grad","2. Information",134.705375118879
"157316",44,"2. Married","1. White","4. College Grad","1. Industrial",160.642475408263
"229450",32,"1. Never Married","1. White","4. College Grad","1. Industrial",104.921506533664
"85047",43,"2. Married","1. White","3. Some College","2. Information",134.705375118879
"447600",37,"2. Married","1. White","4. College Grad","2. Information",123.089699847943
"450428",26,"1. Never Married","1. White","2. HS Grad","1. Industrial",66.9616443217359
"448218",52,"2. Married","2. Black","2. HS Grad","1. Industrial",61.1875264339915
"11664",52,"2. Married","1. White","4. College Grad","1. Industrial",114.475713290347
"8194",50,"1. Never Married","1. White","5. Advanced Degree","2. Information",182.020620963512
"14196",54,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
"88022",28,"2. Married","1. White","2. HS Grad","1. Industrial",97.4932940453934
"7840",26,"1. Never Married","3. Asian","4. College Grad","2. Information",97.4932940453934
"450384",45,"4. Divorced","1. White","2. HS Grad","1. Industrial",81.2832532842527
"160299",34,"4. Divorced","1. White","2. HS Grad","2. Information",73.7757432746946
"233831",73,"2. Married","2. Black","2. HS Grad","2. Information",118.884359339886
"449264",31,"1. Never Married","1. White","2. HS Grad","1. Industrial",113.567089569751
"12477",29,"1. Never Married","1. White","3. Some College","1. Industrial",90.4819133566401
"375640",40,"2. Married","1. White","5. Advanced Degree","2. Information",160.642475408263
"161055",38,"2. Married","1. White","5. Advanced Degree","2. Information",179.528092196451
"82687",42,"2. Married","1. White","3. Some College","1. Industrial",147.766776237856
"301552",50,"2. Married","1. White","2. HS Grad","2. Information",87.9810327856054
"375238",51,"2. Married","1. White","2. HS Grad","1. Industrial",59.0328548279404
"453137",40,"5. Separated","1. White","2. HS Grad","2. Information",107.316063157849
"379538",25,"1. Never Married","1. White","4. College Grad","2. Information",49.5553381215226
"451582",47,"4. Divorced","1. White","4. College Grad","1. Industrial",144.47808766541
"447462",27,"2. Married","1. White","3. Some College","2. Information",81.2832532842527
"158645",53,"4. Divorced","1. White","4. College Grad","1. Industrial",81.6352686511494
"87154",67,"2. Married","2. Black","1. < HS Grad","2. Information",87.9810327856054
"378986",40,"2. Married","3. Asian","4. College Grad","2. Information",130.982177377461
"160715",44,"2. Married","2. Black","4. College Grad","1. Industrial",87.9810327856054
"81037",33,"1. Never Married","1. White","1. < HS Grad","1. Industrial",81.2832532842527
